,Carpet Area,Super Area,Chennai,Delhi,Hyderabad,Kolkata,Mumbai,Semi-Furnished,Unfurnished,Bachelors/Family,Family,Contact Builder,Contact Owner,BHK,Size,Bathroom,0,0
2309,1,0,0,0,0,0,0,1,0,1,0,0,0,1,435,1,5.0,35
2310,1,0,0,0,0,0,0,1,0,1,0,0,1,1,650,1,5.0,91
2311,1,0,0,0,0,0,0,1,0,1,0,0,1,2,700,2,6.0,92
2312,1,0,0,0,0,0,0,1,0,1,0,0,0,2,890,2,6.0,512
2313,0,1,0,0,0,0,0,0,0,1,0,0,1,1,600,1,6.0,34
2314,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1250,2,6.0,34
2315,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1350,2,7.0,25
2316,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2600,4,7.0,818
2317,1,0,0,0,0,0,0,1,0,1,0,0,0,1,440,1,5.0,25
2318,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1150,2,5.0,14
2319,0,1,0,0,0,0,0,1,0,1,0,0,1,1,450,1,5.0,24
2320,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1150,2,4.0,35
2321,1,0,0,0,0,0,0,0,1,0,0,0,1,2,600,1,5.0,25
2322,1,0,0,0,0,0,0,1,0,0,1,0,0,2,980,2,6.0,412
2323,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1850,3,7.0,33
2324,1,0,0,0,0,0,0,1,0,1,0,0,1,2,625,2,5.0,13
2325,0,1,0,0,0,0,0,1,0,1,0,0,1,1,100,2,5.0,23
2326,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1200,1,7.0,11
2327,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1200,2,5.0,94
2328,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1080,1,6.0,12
2329,0,1,0,0,0,0,0,1,0,1,0,0,1,1,700,1,5.0,13
2330,0,1,0,0,0,0,0,0,1,1,0,0,1,2,800,2,5.0,91
2331,0,1,0,0,0,0,0,1,0,0,1,0,1,3,1880,2,5.0,1414
2332,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1305,2,4.0,18
2333,0,1,0,0,0,0,0,1,0,1,0,0,1,1,600,1,4.0,35
2334,0,1,0,0,0,0,0,1,0,1,0,0,1,2,950,2,6.0,28
2335,0,1,0,0,0,0,0,0,1,1,0,0,1,2,1188,2,6.0,94
2336,0,1,0,0,0,0,0,0,1,1,0,0,1,1,500,1,6.0,23
2337,0,1,0,0,0,0,0,1,0,1,0,0,1,2,875,2,5.0,91
2338,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2100,3,6.0,34
2339,0,1,0,0,0,0,0,0,0,1,0,0,1,3,1200,2,5.0,24
2340,0,1,0,0,0,0,0,1,0,1,0,0,1,3,2390,3,7.0,317
2341,0,1,0,0,0,0,0,1,0,1,0,0,1,1,600,1,6.0,13
2342,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1150,2,6.0,12
2343,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1788,3,6.0,91
2344,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1250,2,5.0,33
2345,1,0,0,0,0,0,0,1,0,1,0,0,0,1,600,1,7.0,45
2346,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1600,2,7.0,24
2347,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1520,4,7.0,2325
2348,1,0,0,0,0,0,0,1,0,0,0,0,0,1,550,1,6.0,13
2349,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1100,2,5.0,24
2350,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1100,2,5.0,25
2351,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1100,2,7.0,93
2352,0,1,0,0,0,0,0,0,1,1,0,0,1,1,400,1,5.0,13
2353,0,1,0,0,0,0,0,1,0,1,0,0,1,1,300,1,7.0,33
2354,0,1,0,0,0,0,0,1,0,1,0,0,1,1,500,1,6.0,93
2355,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1100,2,5.0,34
2356,1,0,0,0,0,0,0,0,1,0,1,0,1,2,1000,2,6.0,13
2357,0,1,0,0,0,0,0,1,0,1,0,0,1,2,850,2,5.0,94
2358,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1020,2,5.0,25
2359,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1250,2,5.0,11
2360,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1400,3,5.0,24
2361,0,1,0,0,0,0,0,0,1,1,0,0,1,1,600,1,5.0,13
2362,0,1,0,0,0,0,0,0,1,1,0,0,1,1,200,1,6.0,45
2363,0,1,0,0,0,0,0,0,1,1,0,0,1,1,300,1,5.0,93
2364,0,1,0,0,0,0,0,0,0,1,0,0,1,1,400,1,5.0,13
2365,0,1,0,0,0,0,0,1,0,1,0,0,1,1,450,1,5.0,34
2366,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1180,2,5.0,14
2367,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1460,3,7.0,612
2368,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1464,3,5.0,25
2369,1,0,0,0,0,0,0,1,0,0,0,0,1,2,700,2,6.0,73
2370,1,0,0,0,0,0,0,1,0,1,0,0,1,2,680,2,6.0,110
2371,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2750,4,6.0,59
2372,0,1,0,0,0,0,0,1,0,1,0,0,1,2,800,1,5.0,92
2373,1,0,0,0,0,0,0,0,1,0,0,0,1,2,600,1,6.0,34
2374,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1200,3,5.0,14
2375,1,0,0,0,0,0,0,1,0,1,0,0,0,4,3200,3,5.0,1819
2376,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1800,2,5.0,13
2377,0,1,0,0,0,0,0,0,0,1,0,0,1,1,500,1,5.0,22
2378,0,1,0,0,0,0,0,0,1,1,0,0,1,2,1200,2,5.0,92
2379,0,1,0,0,0,0,0,0,1,1,0,0,1,1,750,1,6.0,13
2380,0,1,0,0,0,0,0,1,0,1,0,0,1,1,700,2,6.0,15
2381,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1000,2,6.0,1223
2382,0,1,0,1,0,0,0,1,0,1,0,0,1,2,800,2,6.0,13
2383,0,1,0,1,0,0,0,0,0,0,0,0,1,1,200,1,6.0,92
2384,1,0,0,1,0,0,0,1,0,1,0,0,1,3,1800,3,6.0,13
2385,1,0,0,1,0,0,0,0,1,1,0,0,0,1,400,1,6.0,24
2386,1,0,0,1,0,0,0,0,1,0,0,0,0,3,600,3,6.0,24
2387,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1550,3,5.0,13
2388,1,0,0,1,0,0,0,0,1,0,0,0,1,2,650,2,7.0,24
2389,1,0,0,1,0,0,0,0,1,1,0,0,0,2,850,2,7.0,24
2390,1,0,0,1,0,0,0,0,1,0,0,0,0,4,2000,4,6.0,94
2391,0,1,0,1,0,0,0,0,1,1,0,0,1,1,180,1,5.0,92
2392,1,0,0,1,0,0,0,1,0,0,0,0,0,3,140,2,7.0,93
2393,1,0,0,1,0,0,0,1,0,1,0,0,1,1,450,1,7.0,14
2394,1,0,0,1,0,0,0,1,0,1,0,0,0,3,2500,3,6.0,13
2395,1,0,0,1,0,0,0,0,1,1,0,0,1,1,720,1,6.0,33
2396,1,0,0,1,0,0,0,0,1,0,0,0,0,2,400,1,6.0,24
2397,1,0,0,1,0,0,0,0,1,0,0,0,1,2,450,1,6.0,14
2398,1,0,0,1,0,0,0,1,0,1,0,0,1,1,250,1,4.0,11
2399,0,1,0,1,0,0,0,1,0,1,0,0,0,4,3000,5,6.0,44
2400,1,0,0,1,0,0,0,0,1,0,0,0,0,2,550,2,5.0,35
2401,1,0,0,1,0,0,0,0,1,1,0,0,1,2,450,1,5.0,34
2402,1,0,0,1,0,0,0,0,1,0,0,0,0,3,2500,3,6.0,23
2403,0,1,0,1,0,0,0,0,1,1,0,0,0,4,800,4,6.0,14
2404,0,1,0,1,0,0,0,0,1,0,0,0,1,2,100,2,6.0,33
2405,1,0,0,1,0,0,0,0,0,0,0,0,1,1,400,1,5.0,23
2406,1,0,0,1,0,0,0,1,0,0,0,0,1,2,750,2,6.0,13
2407,1,0,0,1,0,0,0,1,0,1,0,0,0,1,400,1,7.0,14
2408,1,0,0,1,0,0,0,1,0,1,0,0,0,3,1100,2,6.0,93
2409,1,0,0,1,0,0,0,0,0,1,0,0,1,1,450,1,6.0,95
2410,1,0,0,1,0,0,0,0,1,1,0,0,1,2,850,2,4.0,33
2411,1,0,0,1,0,0,0,1,0,1,0,0,0,3,600,1,7.0,34
2412,1,0,0,1,0,0,0,0,1,1,0,0,0,2,750,2,5.0,14
2413,1,0,0,1,0,0,0,1,0,0,0,0,0,1,500,1,5.0,14
2414,1,0,0,1,0,0,0,1,0,1,0,0,0,1,350,1,6.0,24
2415,1,0,0,1,0,0,0,0,0,1,0,0,1,2,623,1,6.0,23
2416,1,0,0,1,0,0,0,1,0,0,0,0,0,3,2400,3,6.0,34
2417,1,0,0,1,0,0,0,0,1,1,0,0,0,1,75,1,5.0,24
2418,1,0,0,1,0,0,0,1,0,1,0,0,1,2,450,1,4.0,15
2419,1,0,0,1,0,0,0,0,1,1,0,0,1,2,445,2,6.0,44
2420,1,0,0,1,0,0,0,0,0,0,0,0,0,3,300,3,7.0,13
2421,0,1,0,1,0,0,0,1,0,1,0,0,1,3,1670,3,5.0,34
2422,1,0,0,1,0,0,0,1,0,0,0,0,0,1,550,1,6.0,14
2423,1,0,0,1,0,0,0,1,0,0,0,0,0,1,350,1,5.0,44
2424,1,0,0,1,0,0,0,1,0,1,0,0,0,2,650,2,5.0,24
2425,0,1,0,1,0,0,0,1,0,1,0,0,1,2,70,1,5.0,13
2426,1,0,0,1,0,0,0,1,0,1,0,0,1,2,100,2,5.0,13
2427,0,1,0,1,0,0,0,0,1,1,0,0,1,3,800,1,6.0,23
2428,0,1,0,1,0,0,0,0,1,1,0,0,1,2,60,1,5.0,22
2429,1,0,0,1,0,0,0,1,0,1,0,0,1,3,2000,2,5.0,13
2430,1,0,0,1,0,0,0,0,1,1,0,0,1,2,600,2,5.0,14
2431,1,0,0,1,0,0,0,1,0,0,0,0,1,1,450,1,6.0,34
2432,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2200,3,7.0,14
2433,1,0,0,1,0,0,0,0,1,0,0,0,1,2,600,2,6.0,14
2434,1,0,0,1,0,0,0,1,0,1,0,0,0,4,2000,3,7.0,24
2435,0,1,0,1,0,0,0,1,0,1,0,0,1,2,800,2,5.0,34
2436,1,0,0,1,0,0,0,0,1,1,0,0,0,3,170,2,6.0,44
2437,1,0,0,1,0,0,0,0,1,1,0,0,0,2,150,2,5.0,94
2438,1,0,0,1,0,0,0,0,1,1,0,0,1,2,650,2,5.0,34
2439,1,0,0,1,0,0,0,1,0,1,0,0,0,3,1250,3,6.0,24
2440,0,1,0,1,0,0,0,1,0,1,0,0,1,1,600,2,6.0,24
2441,1,0,0,1,0,0,0,1,0,1,0,0,0,4,2100,4,7.0,33
2442,0,1,0,1,0,0,0,0,1,0,0,0,1,1,450,1,6.0,34
2443,1,0,0,1,0,0,0,0,1,0,0,0,1,2,100,2,6.0,24
2444,0,1,0,1,0,0,0,0,0,1,0,0,1,1,650,1,5.0,34
2445,0,1,0,1,0,0,0,0,1,1,0,0,1,2,48,2,5.0,13
2446,1,0,0,1,0,0,0,1,0,1,0,0,1,2,550,2,7.0,44
2447,0,1,0,1,0,0,0,0,1,1,0,0,1,1,240,1,6.0,12
2448,1,0,0,1,0,0,0,1,0,0,0,0,1,2,700,2,6.0,33
2449,0,1,0,1,0,0,0,1,0,1,0,0,1,1,48,1,7.0,12
2450,0,1,0,1,0,0,0,0,1,1,0,0,1,2,100,2,5.0,93
2451,0,1,0,1,0,0,0,1,0,1,0,0,1,3,1901,3,5.0,911
2452,1,0,0,1,0,0,0,0,1,1,0,0,1,1,50,1,6.0,14
2453,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1300,3,7.0,34
2454,0,1,0,1,0,0,0,0,1,1,0,0,1,2,145,2,5.0,13
2455,1,0,0,1,0,0,0,0,1,1,0,0,0,2,800,3,5.0,23
2456,0,1,0,1,0,0,0,1,0,1,0,0,1,3,1100,4,6.0,13
2457,0,1,0,1,0,0,0,1,0,1,0,0,1,1,450,1,5.0,22
2458,1,0,0,1,0,0,0,0,1,1,0,0,1,2,300,1,6.0,34
2459,1,0,0,1,0,0,0,1,0,0,0,0,1,2,1040,3,5.0,12
2460,1,0,0,1,0,0,0,0,1,1,0,0,1,1,25,1,5.0,25
2461,0,1,0,1,0,0,0,1,0,1,0,0,1,2,900,2,6.0,99
2462,0,1,0,1,0,0,0,0,1,1,0,0,1,2,1100,1,5.0,34
2463,0,1,0,1,0,0,0,0,1,1,0,0,1,2,380,2,7.0,11
2464,1,0,0,1,0,0,0,1,0,0,0,0,1,3,450,2,6.0,22
2465,1,0,0,1,0,0,0,1,0,0,0,0,0,1,550,1,7.0,34
2466,0,1,0,1,0,0,0,1,0,1,0,0,1,1,180,1,6.0,93
2467,1,0,0,1,0,0,0,1,0,1,0,0,1,3,1650,2,5.0,13
2468,0,1,0,1,0,0,0,0,0,1,0,0,1,1,250,1,5.0,15
2469,1,0,0,1,0,0,0,0,1,1,0,0,1,1,400,1,5.0,95
2470,1,0,0,1,0,0,0,1,0,1,0,0,0,2,900,2,7.0,93
2471,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1900,3,5.0,23
2472,1,0,0,1,0,0,0,0,1,1,0,0,1,3,892,2,6.0,24
2473,1,0,0,1,0,0,0,1,0,0,0,0,0,1,400,1,5.0,94
2474,1,0,0,1,0,0,0,0,1,0,0,0,1,3,100,2,6.0,12
2475,0,1,0,1,0,0,0,0,1,1,0,0,1,2,60,1,6.0,11
2476,0,1,0,1,0,0,0,1,0,1,0,0,1,2,80,2,7.0,15
2477,1,0,0,1,0,0,0,1,0,1,0,0,0,2,450,1,5.0,24
2478,1,0,0,1,0,0,0,1,0,1,0,0,1,1,520,1,4.0,34
2479,0,1,0,1,0,0,0,0,0,1,0,0,1,1,350,1,4.0,15
2480,1,0,0,1,0,0,0,1,0,0,0,0,1,2,600,2,4.0,23
2481,1,0,0,1,0,0,0,0,0,0,0,0,0,3,950,2,7.0,14
2482,1,0,0,1,0,0,0,1,0,1,0,0,0,2,450,1,5.0,14
2483,1,0,0,1,0,0,0,1,0,0,0,0,0,1,450,1,7.0,14
2484,1,0,0,1,0,0,0,1,0,0,0,0,0,2,850,2,7.0,24
2485,1,0,0,1,0,0,0,0,1,0,0,0,0,1,200,1,6.0,34
2486,1,0,0,1,0,0,0,1,0,1,0,0,0,4,3000,4,7.0,14
2487,1,0,0,1,0,0,0,1,0,1,0,0,1,3,1500,3,6.0,23
2488,0,1,0,1,0,0,0,0,1,1,0,0,1,2,700,2,7.0,94
2489,0,1,0,1,0,0,0,0,1,1,0,0,1,1,530,1,5.0,93
2490,1,0,0,1,0,0,0,0,1,0,0,0,0,3,800,2,5.0,24
2491,0,1,0,1,0,0,0,1,0,1,0,0,1,1,45,1,5.0,15
2492,0,1,0,1,0,0,0,0,0,1,0,0,1,1,900,1,5.0,34
2493,0,1,0,1,0,0,0,0,1,1,0,0,1,1,450,1,5.0,14
2494,0,1,0,1,0,0,0,0,1,1,0,0,1,2,650,1,5.0,14
2495,0,1,0,1,0,0,0,0,0,1,0,0,1,2,900,2,5.0,24
2496,1,0,0,1,0,0,0,0,0,1,0,0,1,2,900,2,5.0,44
2497,0,1,0,1,0,0,0,1,0,1,0,0,1,2,120,2,5.0,14
2498,1,0,0,1,0,0,0,0,1,0,0,0,0,2,600,2,6.0,24
2499,1,0,0,1,0,0,0,0,1,1,0,0,1,2,615,2,5.0,24
2500,1,0,0,1,0,0,0,1,0,1,0,0,1,1,225,1,6.0,92
2501,1,0,0,1,0,0,0,0,1,0,0,0,1,1,800,1,6.0,14
2502,1,0,0,1,0,0,0,1,0,0,0,0,1,1,400,1,4.0,44
2503,0,1,0,1,0,0,0,0,0,1,0,0,1,1,800,2,4.0,45
2504,0,1,0,1,0,0,0,1,0,1,0,0,1,2,60,1,4.0,13
2505,0,1,0,1,0,0,0,0,1,1,0,0,1,3,1000,2,4.0,124
2506,0,1,0,1,0,0,0,0,1,1,0,0,1,3,75,1,5.0,45
2507,0,1,0,1,0,0,0,0,1,1,0,0,1,3,800,2,5.0,14
2508,0,1,0,1,0,0,0,0,0,1,0,0,1,1,200,1,6.0,33
2509,1,0,0,1,0,0,0,0,1,0,0,0,0,3,800,2,5.0,24
2510,0,1,0,1,0,0,0,0,1,1,0,0,1,2,80,2,5.0,13
2511,0,1,0,1,0,0,0,0,1,0,1,0,1,2,900,2,5.0,24
2512,0,1,0,1,0,0,0,0,0,1,0,0,1,2,1125,2,5.0,25
2513,0,1,0,1,0,0,0,0,1,1,0,0,1,3,900,2,4.0,34
2514,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1100,2,6.0,33
2515,1,0,0,1,0,0,0,0,1,1,0,0,0,1,400,1,6.0,24
2516,1,0,0,1,0,0,0,0,0,1,0,0,1,3,713,3,7.0,11
2517,1,0,0,1,0,0,0,0,1,0,0,0,0,2,700,1,7.0,44
2518,1,0,0,1,0,0,0,1,0,1,0,0,1,2,1000,2,5.0,23
2519,0,1,0,1,0,0,0,1,0,1,0,0,1,1,54,1,5.0,35
2520,1,0,0,1,0,0,0,0,1,0,0,0,0,3,200,3,7.0,33
2521,0,1,0,1,0,0,0,0,0,1,0,0,1,1,200,1,5.0,44
2522,0,1,0,1,0,0,0,0,0,1,0,0,1,2,800,2,7.0,33
2523,0,1,0,1,0,0,0,0,1,1,0,0,1,2,1000,2,5.0,13
2524,1,0,0,1,0,0,0,1,0,0,0,0,1,2,500,2,7.0,44
2525,0,1,0,1,0,0,0,1,0,1,0,0,1,1,300,1,6.0,35
2526,1,0,0,1,0,0,0,0,1,1,0,0,0,2,900,2,6.0,94
2527,1,0,0,1,0,0,0,0,1,1,0,0,0,3,240,3,7.0,14
2528,1,0,0,1,0,0,0,1,0,1,0,0,1,2,650,2,5.0,93
2529,1,0,0,1,0,0,0,1,0,0,0,0,1,3,950,2,6.0,35
2530,0,1,0,1,0,0,0,1,0,1,0,0,1,1,500,1,5.0,93
2531,0,1,0,1,0,0,0,1,0,1,0,0,1,1,500,1,5.0,25
2532,0,1,0,1,0,0,0,1,0,1,0,0,1,2,450,2,5.0,44
2533,1,0,0,1,0,0,0,1,0,1,0,0,0,4,2800,4,6.0,94
2534,0,1,0,1,0,0,0,1,0,1,0,0,1,2,150,1,6.0,12
2535,1,0,0,1,0,0,0,0,0,1,0,0,0,1,400,1,6.0,34
2536,0,1,0,1,0,0,0,0,0,1,0,0,1,3,100,2,5.0,34
2537,1,0,0,1,0,0,0,1,0,1,0,0,0,1,400,1,6.0,34
2538,1,0,0,1,0,0,0,1,0,1,0,0,0,2,900,2,5.0,94
2539,0,1,0,1,0,0,0,1,0,0,1,0,1,3,1350,3,5.0,17
2540,0,1,0,1,0,0,0,1,0,1,0,0,1,1,500,1,7.0,14
2541,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1700,3,7.0,14
2542,1,0,0,1,0,0,0,0,1,1,0,0,0,1,400,1,6.0,24
2543,0,1,0,1,0,0,0,1,0,1,0,0,1,2,110,1,6.0,23
2544,0,1,0,1,0,0,0,1,0,1,0,0,1,3,1200,2,7.0,14
2545,1,0,0,1,0,0,0,1,0,1,0,0,1,2,50,2,4.0,24
2546,0,1,0,1,0,0,0,1,0,1,0,0,0,3,100,2,7.0,23
2547,0,1,0,1,0,0,0,0,0,1,0,0,1,2,1000,2,7.0,23
2548,0,1,0,1,0,0,0,0,0,1,0,0,1,1,63,1,5.0,44
2549,0,1,0,1,0,0,0,1,0,1,0,0,1,3,1800,2,5.0,93
2550,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1440,2,7.0,23
2551,0,1,0,1,0,0,0,0,1,1,0,0,1,2,55,2,5.0,94
2552,1,0,0,1,0,0,0,0,1,0,0,0,1,3,1500,3,5.0,112
2553,0,1,0,1,0,0,0,0,1,1,0,0,1,2,400,1,6.0,3
2554,1,0,0,1,0,0,0,0,0,1,0,0,1,3,100,2,6.0,14
2555,0,1,0,1,0,0,0,0,1,1,0,0,1,2,500,1,6.0,13
2556,0,1,0,1,0,0,0,0,1,1,0,0,1,2,100,2,5.0,93
2557,0,1,0,1,0,0,0,0,1,1,0,0,1,2,455,1,5.0,14
2558,1,0,0,1,0,0,0,1,0,1,0,0,1,2,80,1,4.0,34
2559,0,1,0,1,0,0,0,0,1,1,0,0,1,2,450,1,7.0,92
2560,0,1,0,1,0,0,0,0,1,1,0,0,1,1,400,1,6.0,91
2561,0,1,0,1,0,0,0,0,1,1,0,0,1,4,300,4,5.0,13
2562,0,1,0,1,0,0,0,1,0,1,0,0,1,2,700,2,5.0,23
2563,0,1,0,1,0,0,0,1,0,1,0,0,1,2,600,2,5.0,45
2564,0,1,0,1,0,0,0,1,0,1,0,0,1,2,800,2,5.0,23
2565,0,1,0,1,0,0,0,0,1,1,0,0,1,2,950,2,5.0,23
2566,0,1,0,1,0,0,0,1,0,1,0,0,1,2,450,1,7.0,44
2567,1,0,0,1,0,0,0,0,1,1,0,0,1,1,450,1,6.0,13
2568,0,1,0,1,0,0,0,0,1,1,0,0,1,2,68,1,7.0,35
2569,1,0,0,1,0,0,0,0,1,1,0,0,0,2,850,2,6.0,24
2570,0,1,0,1,0,0,0,1,0,1,0,0,1,2,1000,2,6.0,34
2571,1,0,0,1,0,0,0,0,0,0,0,0,0,1,600,1,6.0,44
2572,0,1,0,1,0,0,0,0,1,1,0,0,1,2,65,1,5.0,94
2573,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1700,3,5.0,11
2574,1,0,0,1,0,0,0,1,0,1,0,0,0,3,1800,3,7.0,94
2575,0,1,0,1,0,0,0,1,0,1,0,0,1,2,1000,1,7.0,34
2576,1,0,0,1,0,0,0,1,0,0,0,0,0,2,900,2,7.0,24
2577,0,1,0,1,0,0,0,1,0,1,0,0,1,4,2300,4,6.0,11
2578,0,1,0,1,0,0,0,0,1,1,0,0,1,2,75,2,5.0,13
2579,1,0,0,1,0,0,0,1,0,0,0,0,0,3,200,3,5.0,14
2580,1,0,0,1,0,0,0,0,1,0,0,0,0,1,200,1,5.0,24
2581,1,0,0,1,0,0,0,0,1,0,0,0,0,1,200,1,5.0,24
2582,1,0,0,1,0,0,0,1,0,1,0,0,0,2,450,1,5.0,34
2583,1,0,0,1,0,0,0,0,0,0,0,0,0,2,750,2,7.0,14
2584,1,0,0,1,0,0,0,0,1,0,0,0,0,2,400,1,5.0,14
2585,1,0,0,1,0,0,0,1,0,0,0,0,0,2,84,2,6.0,14
2586,0,1,0,1,0,0,0,0,1,1,0,0,1,2,90,2,5.0,23
2587,0,1,0,1,0,0,0,1,0,1,0,0,1,2,90,2,7.0,24
2588,0,1,0,1,0,0,0,1,0,1,0,0,1,2,500,2,6.0,13
2589,0,1,0,1,0,0,0,0,1,1,0,0,1,2,75,2,5.0,45
2590,1,0,0,1,0,0,0,0,0,1,0,0,0,1,512,1,5.0,13
2591,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1500,3,6.0,13
2592,0,1,0,1,0,0,0,0,1,1,0,0,1,1,446,1,7.0,24
2593,0,1,0,1,0,0,0,1,0,1,0,0,1,3,1100,2,5.0,45
2594,0,1,0,1,0,0,0,0,1,1,0,0,1,1,125,1,5.0,12
2595,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1800,3,5.0,35
2596,0,1,0,1,0,0,0,0,1,1,0,0,0,3,1300,2,6.0,14
2597,0,1,0,1,0,0,0,1,0,0,1,0,1,3,2000,2,6.0,710
2598,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1200,2,6.0,23
2599,0,1,0,1,0,0,0,0,1,0,0,0,1,3,125,2,6.0,14
2600,1,0,0,1,0,0,0,0,1,1,0,0,0,2,730,2,5.0,23
2601,1,0,0,1,0,0,0,1,0,1,0,0,1,2,160,2,5.0,33
2602,0,1,0,1,0,0,0,0,1,1,0,0,1,2,1000,2,5.0,92
2603,0,1,0,1,0,0,0,0,0,1,0,0,1,1,450,1,5.0,15
2604,0,1,0,1,0,0,0,0,0,1,0,0,1,2,75,2,5.0,24
2605,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2000,3,6.0,13
2606,0,1,0,1,0,0,0,0,1,0,0,0,0,4,2400,3,6.0,44
2607,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1800,2,6.0,92
2608,0,1,0,1,0,0,0,0,1,0,1,0,0,3,1800,3,6.0,93
2609,0,1,0,1,0,0,0,0,1,1,0,0,0,3,2200,3,6.0,24
2610,1,0,0,1,0,0,0,1,0,1,0,0,0,3,2200,2,6.0,92
2611,1,0,0,1,0,0,0,1,0,1,0,0,0,3,900,2,6.0,34
2612,0,1,0,1,0,0,0,0,1,1,0,0,1,2,75,1,5.0,24
2613,0,1,0,1,0,0,0,1,0,1,0,0,1,2,75,2,5.0,24
2614,1,0,0,1,0,0,0,1,0,1,0,0,0,3,1800,3,6.0,34
2615,1,0,0,1,0,0,0,1,0,1,0,0,0,3,160,3,6.0,24
2616,1,0,0,1,0,0,0,1,0,0,0,0,0,4,2700,4,7.0,24
2617,1,0,0,1,0,0,0,0,0,1,0,0,0,3,1050,2,5.0,34
2618,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1800,3,5.0,23
2619,0,1,0,1,0,0,0,0,0,1,0,0,0,2,2700,2,5.0,13
2620,1,0,0,1,0,0,0,1,0,0,1,0,1,1,499,1,5.0,23
2621,1,0,0,1,0,0,0,0,1,0,0,0,0,1,450,1,5.0,34
2622,0,1,0,1,0,0,0,0,1,1,0,0,1,1,60,1,5.0,34
2623,0,1,0,1,0,0,0,0,1,1,0,0,0,3,2200,3,5.0,93
2624,0,1,0,1,0,0,0,0,1,1,0,0,1,2,130,1,4.0,93
2625,0,1,0,1,0,0,0,1,0,1,0,0,1,3,650,1,4.0,34
2626,0,1,0,1,0,0,0,0,1,1,0,0,1,2,100,1,4.0,34
2627,0,1,0,1,0,0,0,0,1,1,0,0,1,2,45,1,4.0,23
2628,0,1,0,1,0,0,0,0,1,1,0,0,1,2,600,2,4.0,23
2629,0,1,0,1,0,0,0,0,1,1,0,0,1,3,800,1,5.0,94
2630,1,0,0,1,0,0,0,0,1,1,0,0,1,3,1500,3,6.0,11
2631,0,1,0,1,0,0,0,0,0,1,0,0,1,1,30,1,7.0,15
2632,0,1,0,1,0,0,0,0,1,1,0,0,1,1,55,1,5.0,93
2633,1,0,0,1,0,0,0,1,0,1,0,0,1,2,900,2,6.0,93
2634,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1000,1,6.0,12
2635,0,1,0,1,0,0,0,1,0,1,0,0,1,1,360,1,5.0,12
2636,0,1,0,1,0,0,0,0,0,1,0,0,1,1,450,1,5.0,14
2637,0,1,0,1,0,0,0,1,0,1,0,0,1,2,900,2,5.0,45
2638,0,1,0,1,0,0,0,0,0,1,0,0,1,2,1100,2,4.0,24
2639,0,1,0,1,0,0,0,0,0,1,0,0,1,2,700,2,5.0,92
2640,0,1,0,1,0,0,0,0,1,1,0,0,1,1,400,1,4.0,12
2641,0,1,0,1,0,0,0,0,1,1,0,0,1,3,950,2,4.0,93
2642,0,1,0,1,0,0,0,1,0,1,0,0,0,3,3000,4,6.0,15
2643,1,0,0,1,0,0,0,0,1,1,0,0,0,2,950,2,6.0,33
2644,0,1,0,1,0,0,0,1,0,1,0,0,0,3,1100,3,5.0,14
